nombre_entidad;anio;grupo_edad;hombres;mujeres
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2038;100+;1.0;2.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;0-4;1555.0;1492.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;5-9;1646.0;1575.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;10-14;1802.0;1676.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;15-19;2023.0;1811.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;20-24;2228.0;1999.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;25-29;2318.0;2195.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;30-34;2262.0;2239.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;35-39;2168.0;2295.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;40-44;2184.0;2431.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;45-49;2413.0;2657.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;50-54;2422.0;2721.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;55-59;2348.0;2716.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;60-64;1837.0;2177.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;65-69;1345.0;1660.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;70-74;1061.0;1354.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;75-79;772.0;934.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;80-84;454.0;461.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;85-89;217.0;153.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;90-94;78.0;42.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;95-99;19.0;15.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2039;100+;0.0;2.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;0-4;1525.0;1461.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;5-9;1610.0;1537.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;10-14;1754.0;1636.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;15-19;1975.0;1767.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;20-24;2218.0;1987.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;25-29;2311.0;2192.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;30-34;2259.0;2232.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;35-39;2163.0;2266.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;40-44;2175.0;2415.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;45-49;2432.0;2683.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;50-54;2469.0;2745.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;55-59;2370.0;2738.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;60-64;1887.0;2247.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;65-69;1349.0;1666.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;70-74;1068.0;1353.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;75-79;796.0;963.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;80-84;473.0;479.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;85-89;227.0;162.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;90-94;81.0;47.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;95-99;18.0;18.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2040;100+;0.0;2.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;0-4;1494.0;1434.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;5-9;1573.0;1508.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;10-14;1712.0;1597.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;15-19;1927.0;1719.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;20-24;2195.0;1964.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;25-29;2303.0;2189.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;30-34;2260.0;2227.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;35-39;2156.0;2236.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;40-44;2174.0;2405.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;45-49;2432.0;2689.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;50-54;2519.0;2783.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;55-59;2387.0;2747.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;60-64;1942.0;2307.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;65-69;1365.0;1679.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;70-74;1067.0;1349.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;75-79;819.0;985.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;80-84;500.0;497.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;85-89;239.0;173.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;90-94;88.0;48.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;95-99;22.0;19.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2041;100+;1.0;2.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;0-4;1466.0;1407.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;5-9;1541.0;1474.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;10-14;1670.0;1560.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;15-19;1879.0;1683.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;20-24;2168.0;1941.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;25-29;2299.0;2182.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;30-34;2255.0;2226.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;35-39;2149.0;2213.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;40-44;2179.0;2386.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;45-49;2418.0;2685.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;50-54;2569.0;2831.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;55-59;2406.0;2757.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;60-64;1988.0;2353.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;65-69;1391.0;1709.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;70-74;1066.0;1346.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;75-79;830.0;998.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;80-84;522.0;520.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;85-89;248.0;184.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;90-94;94.0;49.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;95-99;24.0;17.0
ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;2042;100+;1.0;3.0
ATLÁNTICO;2018;0-4;106044.0;101458.0
ATLÁNTICO;2018;5-9;110706.0;106433.0
ATLÁNTICO;2018;10-14;114696.0;109954.0
ATLÁNTICO;2018;15-19;113559.0;111222.0
ATLÁNTICO;2018;20-24;108460.0;109290.0
ATLÁNTICO;2018;25-29;100902.0;103502.0
ATLÁNTICO;2018;30-34;91744.0;95944.0
ATLÁNTICO;2018;35-39;86210.0;92568.0
ATLÁNTICO;2018;40-44;73793.0;80954.0
ATLÁNTICO;2018;45-49;68356.0;75474.0
ATLÁNTICO;2018;50-54;65622.0;74369.0
ATLÁNTICO;2018;55-59;57517.0;66174.0
ATLÁNTICO;2018;60-64;44690.0;52430.0
ATLÁNTICO;2018;65-69;33494.0;40595.0
ATLÁNTICO;2018;70-74;23301.0;28809.0
ATLÁNTICO;2018;75-79;16362.0;21495.0
ATLÁNTICO;2018;80-84;10207.0;15339.0
ATLÁNTICO;2018;85-89;5398.0;8906.0
ATLÁNTICO;2018;90-94;2303.0;4268.0
ATLÁNTICO;2018;95-99;694.0;1407.0
ATLÁNTICO;2018;100+;337.0;520.0
ATLÁNTICO;2019;0-4;107724.0;103013.0
ATLÁNTICO;2019;5-9;112055.0;107910.0
ATLÁNTICO;2019;10-14;116124.0;111522.0
ATLÁNTICO;2019;15-19;116338.0;113273.0
ATLÁNTICO;2019;20-24;112537.0;113625.0
ATLÁNTICO;2019;25-29;106221.0;108572.0
ATLÁNTICO;2019;30-34;95045.0;99091.0
ATLÁNTICO;2019;35-39;89373.0;95708.0
ATLÁNTICO;2019;40-44;77353.0;84497.0
ATLÁNTICO;2019;45-49;69390.0;76666.0
ATLÁNTICO;2019;50-54;66529.0;75310.0
ATLÁNTICO;2019;55-59;59983.0;68772.0
ATLÁNTICO;2019;60-64;46751.0;54738.0
ATLÁNTICO;2019;65-69;35000.0;42468.0
ATLÁNTICO;2019;70-74;24550.0;30377.0
ATLÁNTICO;2019;75-79;16698.0;21599.0
ATLÁNTICO;2019;80-84;10586.0;15596.0
ATLÁNTICO;2019;85-89;5534.0;8970.0
ATLÁNTICO;2019;90-94;2386.0;4270.0
ATLÁNTICO;2019;95-99;699.0;1409.0
ATLÁNTICO;2019;100+;241.0;405.0
ATLÁNTICO;2020;0-4;110120.0;105224.0
ATLÁNTICO;2020;5-9;114074.0;110021.0
ATLÁNTICO;2020;10-14;117624.0;113380.0
ATLÁNTICO;2020;15-19;119194.0;115614.0
ATLÁNTICO;2020;20-24;117397.0;118418.0
ATLÁNTICO;2020;25-29;111870.0;114042.0
ATLÁNTICO;2020;30-34;99467.0;103565.0
ATLÁNTICO;2020;35-39;92668.0;98642.0
ATLÁNTICO;2020;40-44;81472.0;88770.0
ATLÁNTICO;2020;45-49;70753.0;78284.0
ATLÁNTICO;2020;50-54;67529.0;76472.0
ATLÁNTICO;2020;55-59;62325.0;71013.0
ATLÁNTICO;2020;60-64;48931.0;57368.0
ATLÁNTICO;2020;65-69;36692.0;44339.0
ATLÁNTICO;2020;70-74;25873.0;32159.0
ATLÁNTICO;2020;75-79;17099.0;21975.0
ATLÁNTICO;2020;80-84;10970.0;15854.0
ATLÁNTICO;2020;85-89;5701.0;9108.0
ATLÁNTICO;2020;90-94;2459.0;4255.0
ATLÁNTICO;2020;95-99;724.0;1416.0
ATLÁNTICO;2020;100+;188.0;339.0
ATLÁNTICO;2021;0-4;110012.0;104932.0
ATLÁNTICO;2021;5-9;114705.0;110771.0
ATLÁNTICO;2021;10-14;117840.0;113889.0
ATLÁNTICO;2021;15-19;120194.0;116171.0
ATLÁNTICO;2021;20-24;119998.0;120646.0
ATLÁNTICO;2021;25-29;115028.0;116891.0
ATLÁNTICO;2021;30-34;102789.0;106737.0
ATLÁNTICO;2021;35-39;94568.0;100317.0
ATLÁNTICO;2021;40-44;84743.0;92003.0
ATLÁNTICO;2021;45-49;72034.0;79784.0
ATLÁNTICO;2021;50-54;68198.0;76824.0
ATLÁNTICO;2021;55-59;63680.0;72567.0
ATLÁNTICO;2021;60-64;51007.0;59810.0
ATLÁNTICO;2021;65-69;38114.0;45984.0
ATLÁNTICO;2021;70-74;27018.0;33676.0
ATLÁNTICO;2021;75-79;17397.0;22354.0
ATLÁNTICO;2021;80-84;11129.0;15816.0
ATLÁNTICO;2021;85-89;5696.0;9056.0
ATLÁNTICO;2021;90-94;2371.0;4080.0
ATLÁNTICO;2021;95-99;709.0;1325.0
ATLÁNTICO;2021;100+;152.0;281.0
ATLÁNTICO;2022;0-4;108697.0;103458.0
ATLÁNTICO;2022;5-9;114759.0;110927.0
ATLÁNTICO;2022;10-14;117453.0;113707.0
ATLÁNTICO;2022;15-19;120595.0;116250.0
ATLÁNTICO;2022;20-24;121433.0;121198.0
ATLÁNTICO;2022;25-29;116776.0;118703.0
ATLÁNTICO;2022;30-34;105790.0;109466.0
ATLÁNTICO;2022;35-39;96003.0;101351.0
ATLÁNTICO;2022;40-44;87168.0;94629.0
ATLÁNTICO;2022;45-49;73737.0;81623.0
ATLÁNTICO;2022;50-54;68685.0;76964.0
ATLÁNTICO;2022;55-59;64513.0;73538.0
ATLÁNTICO;2022;60-64;53009.0;62197.0
ATLÁNTICO;2022;65-69;39612.0;47636.0
ATLÁNTICO;2022;70-74;28047.0;35149.0
ATLÁNTICO;2022;75-79;17821.0;22998.0
ATLÁNTICO;2022;80-84;11218.0;15703.0
ATLÁNTICO;2022;85-89;5702.0;9007.0
ATLÁNTICO;2022;90-94;2286.0;3948.0
ATLÁNTICO;2022;95-99;650.0;1262.0
ATLÁNTICO;2022;100+;119.0;222.0
ATLÁNTICO;2023;0-4;106902.0;101815.0
ATLÁNTICO;2023;5-9;114898.0;110761.0
ATLÁNTICO;2023;10-14;117142.0;113482.0
ATLÁNTICO;2023;15-19;120751.0;116363.0
ATLÁNTICO;2023;20-24;122333.0;121050.0
ATLÁNTICO;2023;25-29;118290.0;120158.0
ATLÁNTICO;2023;30-34;108891.0;112257.0
ATLÁNTICO;2023;35-39;97241.0;102378.0
ATLÁNTICO;2023;40-44;89451.0;96808.0
ATLÁNTICO;2023;45-49;75853.0;83870.0
ATLÁNTICO;2023;50-54;69289.0;77179.0
ATLÁNTICO;2023;55-59;64938.0;74345.0
ATLÁNTICO;2023;60-64;55170.0;64460.0
ATLÁNTICO;2023;65-69;41239.0;49501.0
ATLÁNTICO;2023;70-74;29202.0;36552.0
ATLÁNTICO;2023;75-79;18552.0;23993.0
ATLÁNTICO;2023;80-84;11361.0;15656.0
ATLÁNTICO;2023;85-89;5831.0;9084.0
ATLÁNTICO;2023;90-94;2299.0;3899.0
ATLÁNTICO;2023;95-99;660.0;1241.0
ATLÁNTICO;2023;100+;87.0;169.0
ATLÁNTICO;2024;0-4;105500.0;100404.0
ATLÁNTICO;2024;5-9;114397.0;110063.0
ATLÁNTICO;2024;10-14;116886.0;113284.0
ATLÁNTICO;2024;15-19;120718.0;116424.0
ATLÁNTICO;2024;20-24;122889.0;120589.0
ATLÁNTICO;2024;25-29;119611.0;121510.0
ATLÁNTICO;2024;30-34;111788.0;114829.0
ATLÁNTICO;2024;35-39;98785.0;103696.0
ATLÁNTICO;2024;40-44;91336.0;98600.0
ATLÁNTICO;2024;45-49;78485.0;86412.0
ATLÁNTICO;2024;50-54;69749.0;77680.0
ATLÁNTICO;2024;55-59;65483.0;74826.0
ATLÁNTICO;2024;60-64;57258.0;66639.0
ATLÁNTICO;2024;65-69;42994.0;51455.0
ATLÁNTICO;2024;70-74;30452.0;38117.0
ATLÁNTICO;2024;75-79;19530.0;25241.0
ATLÁNTICO;2024;80-84;11607.0;15751.0
ATLÁNTICO;2024;85-89;6065.0;9266.0
ATLÁNTICO;2024;90-94;2358.0;3944.0
ATLÁNTICO;2024;95-99;674.0;1238.0
ATLÁNTICO;2024;100+;89.0;173.0
ATLÁNTICO;2025;0-4;103847.0;98760.0
ATLÁNTICO;2025;5-9;113648.0;109106.0
ATLÁNTICO;2025;10-14;116613.0;113050.0
ATLÁNTICO;2025;15-19;120353.0;116343.0
ATLÁNTICO;2025;20-24;123110.0;119996.0
ATLÁNTICO;2025;25-29;120919.0;122404.0
ATLÁNTICO;2025;30-34;114149.0;116887.0
ATLÁNTICO;2025;35-39;100710.0;105544.0
ATLÁNTICO;2025;40-44;92852.0;99658.0
ATLÁNTICO;2025;45-49;81309.0;89263.0
ATLÁNTICO;2025;50-54;70280.0;78318.0
ATLÁNTICO;2025;55-59;65917.0;75299.0
ATLÁNTICO;2025;60-64;59136.0;68327.0
ATLÁNTICO;2025;65-69;44778.0;53608.0
ATLÁNTICO;2025;70-74;31811.0;39617.0
ATLÁNTICO;2025;75-79;20535.0;26609.0
ATLÁNTICO;2025;80-84;11878.0;16008.0
ATLÁNTICO;2025;85-89;6298.0;9434.0
ATLÁNTICO;2025;90-94;2441.0;4022.0
ATLÁNTICO;2025;95-99;694.0;1233.0
ATLÁNTICO;2025;100+;91.0;179.0
ATLÁNTICO;2026;0-4;102045.0;96988.0
ATLÁNTICO;2026;5-9;112076.0;107311.0
ATLÁNTICO;2026;10-14;116151.0;112655.0
ATLÁNTICO;2026;15-19;119594.0;115783.0
ATLÁNTICO;2026;20-24;122767.0;119029.0
ATLÁNTICO;2026;25-29;121865.0;122780.0
ATLÁNTICO;2026;30-34;115771.0;118116.0
ATLÁNTICO;2026;35-39;102838.0;107465.0
ATLÁNTICO;2026;40-44;93947.0;100438.0
ATLÁNTICO;2026;45-49;83980.0;91828.0
ATLÁNTICO;2026;50-54;71193.0;79375.0
ATLÁNTICO;2026;55-59;66403.0;75418.0
ATLÁNTICO;2026;60-64;60383.0;69688.0
ATLÁNTICO;2026;65-69;46735.0;55859.0
ATLÁNTICO;2026;70-74;33159.0;41143.0
ATLÁNTICO;2026;75-79;21588.0;27999.0
ATLÁNTICO;2026;80-84;12243.0;16442.0
ATLÁNTICO;2026;85-89;6507.0;9548.0
ATLÁNTICO;2026;90-94;2501.0;4094.0
ATLÁNTICO;2026;95-99;693.0;1231.0
ATLÁNTICO;2026;100+;93.0;182.0
ATLÁNTICO;2027;0-4;100263.0;95260.0
ATLÁNTICO;2027;5-9;110105.0;105166.0
ATLÁNTICO;2027;10-14;115685.0;112264.0
ATLÁNTICO;2027;15-19;118714.0;115102.0
ATLÁNTICO;2027;20-24;122515.0;118338.0
ATLÁNTICO;2027;25-29;122593.0;122535.0
ATLÁNTICO;2027;30-34;116814.0;119153.0
ATLÁNTICO;2027;35-39;105278.0;109584.0
ATLÁNTICO;2027;40-44;95027.0;101088.0
ATLÁNTICO;2027;45-49;86157.0;94137.0
ATLÁNTICO;2027;50-54;72743.0;80992.0
ATLÁNTICO;2027;55-59;66858.0;75469.0
ATLÁNTICO;2027;60-64;61224.0;70626.0
ATLÁNTICO;2027;65-69;48700.0;58149.0
ATLÁNTICO;2027;70-74;34648.0;42731.0
ATLÁNTICO;2027;75-79;22611.0;29376.0
ATLÁNTICO;2027;80-84;12745.0;17083.0
ATLÁNTICO;2027;85-89;6711.0;9635.0
ATLÁNTICO;2027;90-94;2602.0;4171.0
ATLÁNTICO;2027;95-99;702.0;1230.0
ATLÁNTICO;2027;100+;96.0;187.0
ATLÁNTICO;2028;0-4;98428.0;93489.0
ATLÁNTICO;2028;5-9;107775.0;102968.0
ATLÁNTICO;2028;10-14;115373.0;111646.0
ATLÁNTICO;2028;15-19;118002.0;114443.0
ATLÁNTICO;2028;20-24;122112.0;117797.0
ATLÁNTICO;2028;25-29;122899.0;121756.0
ATLÁNTICO;2028;30-34;117713.0;119980.0
ATLÁNTICO;2028;35-39;107872.0;111861.0
ATLÁNTICO;2028;40-44;95959.0;101773.0
ATLÁNTICO;2028;45-49;88175.0;96060.0
ATLÁNTICO;2028;50-54;74680.0;83047.0
ATLÁNTICO;2028;55-59;67378.0;75603.0
ATLÁNTICO;2028;60-64;61655.0;71392.0
ATLÁNTICO;2028;65-69;50741.0;60287.0
ATLÁNTICO;2028;70-74;36162.0;44478.0
ATLÁNTICO;2028;75-79;23653.0;30654.0
ATLÁNTICO;2028;80-84;13376.0;17929.0
ATLÁNTICO;2028;85-89;6875.0;9707.0
ATLÁNTICO;2028;90-94;2705.0;4277.0
ATLÁNTICO;2028;95-99;717.0;1248.0
ATLÁNTICO;2028;100+;100.0;188.0
ATLÁNTICO;2029;0-4;96591.0;91719.0
ATLÁNTICO;2029;5-9;105833.0;101007.0
ATLÁNTICO;2029;10-14;114458.0;110527.0
ATLÁNTICO;2029;15-19;117376.0;113875.0
ATLÁNTICO;2029;20-24;121590.0;117297.0
ATLÁNTICO;2029;25-29;122925.0;120730.0
ATLÁNTICO;2029;30-34;118469.0;120724.0
ATLÁNTICO;2029;35-39;110273.0;113948.0
ATLÁNTICO;2029;40-44;97173.0;102735.0
ATLÁNTICO;2029;45-49;89815.0;97584.0
ATLÁNTICO;2029;50-54;77089.0;85363.0
ATLÁNTICO;2029;55-59;67737.0;75999.0
ATLÁNTICO;2029;60-64;62129.0;71804.0
ATLÁNTICO;2029;65-69;52657.0;62292.0
ATLÁNTICO;2029;70-74;37724.0;46252.0
ATLÁNTICO;2029;75-79;24699.0;31990.0
ATLÁNTICO;2029;80-84;14111.0;18907.0
ATLÁNTICO;2029;85-89;7045.0;9809.0
ATLÁNTICO;2029;90-94;2830.0;4383.0
ATLÁNTICO;2029;95-99;748.0;1269.0
ATLÁNTICO;2029;100+;99.0;189.0
ATLÁNTICO;2030;0-4;94772.0;89991.0
ATLÁNTICO;2030;5-9;103778.0;98953.0
ATLÁNTICO;2030;10-14;113386.0;109227.0
ATLÁNTICO;2030;15-19;116842.0;113374.0
ATLÁNTICO;2030;20-24;120887.0;116793.0
ATLÁNTICO;2030;25-29;122770.0;119703.0
ATLÁNTICO;2030;30-34;119350.0;121201.0
ATLÁNTICO;2030;35-39;112262.0;115644.0
ATLÁNTICO;2030;40-44;98819.0;104302.0
ATLÁNTICO;2030;45-49;91149.0;98464.0
ATLÁNTICO;2030;50-54;79737.0;88032.0
ATLÁNTICO;2030;55-59;68193.0;76542.0
ATLÁNTICO;2030;60-64;62537.0;72224.0
ATLÁNTICO;2030;65-69;54377.0;63884.0
ATLÁNTICO;2030;70-74;39317.0;48218.0
ATLÁNTICO;2030;75-79;25851.0;33288.0
ATLÁNTICO;2030;80-84;14882.0;19985.0
ATLÁNTICO;2030;85-89;7245.0;10013.0
ATLÁNTICO;2030;90-94;2947.0;4474.0
ATLÁNTICO;2030;95-99;782.0;1295.0
ATLÁNTICO;2030;100+;99.0;189.0
ATLÁNTICO;2031;0-4;93016.0;88328.0
ATLÁNTICO;2031;5-9;101942.0;97161.0
ATLÁNTICO;2031;10-14;111777.0;107422.0
ATLÁNTICO;2031;15-19;116337.0;112958.0
ATLÁNTICO;2031;20-24;120096.0;116193.0
ATLÁNTICO;2031;25-29;122464.0;118805.0
ATLÁNTICO;2031;30-34;120299.0;121589.0
ATLÁNTICO;2031;35-39;113824.0;116843.0
ATLÁNTICO;2031;40-44;100878.0;106151.0
ATLÁNTICO;2031;45-49;92205.0;99236.0
ATLÁNTICO;2031;50-54;82322.0;90540.0
ATLÁNTICO;2031;55-59;69084.0;77579.0
ATLÁNTICO;2031;60-64;63015.0;72373.0
ATLÁNTICO;2031;65-69;55557.0;65200.0
ATLÁNTICO;2031;70-74;41070.0;50305.0
ATLÁNTICO;2031;75-79;26997.0;34646.0
ATLÁNTICO;2031;80-84;15686.0;21084.0
ATLÁNTICO;2031;85-89;7505.0;10343.0
ATLÁNTICO;2031;90-94;3057.0;4557.0
ATLÁNTICO;2031;95-99;809.0;1319.0
ATLÁNTICO;2031;100+;104.0;191.0
ATLÁNTICO;2032;0-4;91315.0;86700.0
ATLÁNTICO;2032;5-9;100178.0;95442.0
ATLÁNTICO;2032;10-14;109843.0;105323.0
ATLÁNTICO;2032;15-19;115867.0;112569.0
ATLÁNTICO;2032;20-24;119233.0;115503.0
ATLÁNTICO;2032;25-29;122296.0;118183.0
ATLÁNTICO;2032;30-34;121094.0;121468.0
ATLÁNTICO;2032;35-39;114886.0;117888.0
ATLÁNTICO;2032;40-44;103270.0;108249.0
ATLÁNTICO;2032;45-49;93281.0;99875.0
ATLÁNTICO;2032;50-54;84450.0;92822.0
ATLÁNTICO;2032;55-59;70598.0;79163.0
ATLÁNTICO;2032;60-64;63472.0;72460.0
ATLÁNTICO;2032;65-69;56391.0;66148.0
ATLÁNTICO;2032;70-74;42873.0;52444.0
ATLÁNTICO;2032;75-79;28268.0;36060.0
ATLÁNTICO;2032;80-84;16477.0;22175.0
ATLÁNTICO;2032;85-89;7849.0;10800.0
ATLÁNTICO;2032;90-94;3173.0;4625.0
ATLÁNTICO;2032;95-99;841.0;1372.0
ATLÁNTICO;2032;100+;104.0;197.0
ATLÁNTICO;2033;0-4;89645.0;85105.0
ATLÁNTICO;2033;5-9;98390.0;93714.0
ATLÁNTICO;2033;10-14;107587.0;103203.0
ATLÁNTICO;2033;15-19;115583.0;111988.0
ATLÁNTICO;2033;20-24;118551.0;114897.0
